datetime,open,high,low,close,volume
2026-05-14 13:00:00+00:00,2349.9780894430614,2350.475121162906,2349.2198389586874,2349.9533838094117,1437
2026-05-14 14:00:00+00:00,2349.982482662553,2350.889613828281,2349.219761329905,2349.847478881421,4876
2026-05-14 15:00:00+00:00,2349.8507238372476,2350.612162086552,2348.6897034194617,2349.91832134013,3018
2026-05-14 16:00:00+00:00,2349.996757136654,2351.9652855719096,2349.0282293218083,2349.9720579878754,1049
2026-05-14 17:00:00+00:00,2349.8882877142632,2350.4385376788227,2348.541722524718,2349.7547071224453,834
2026-05-14 18:00:00+00:00,2349.5488330320395,2350.545269846227,2349.0391179936582,2349.8568740253218,2916
2026-05-14 19:00:00+00:00,2349.331549025558,2351.126995243326,2348.32386267149,2349.848766686359,3173
2026-05-14 20:00:00+00:00,2350.3169392674154,2351.746754704722,2347.7342597678658,2349.707548890124,1608
2026-05-14 21:00:00+00:00,2349.678405211623,2350.900335347886,2348.0057523575088,2349.849782954909,1376
2026-05-14 22:00:00+00:00,2349.850537549847,2351.0230215707184,2349.2926280440483,2349.9035379253114,3228
2026-05-14 23:00:00+00:00,2350.0635793790957,2351.1271401361673,2348.40813138262,2349.773777835649,2459
2026-05-15 00:00:00+00:00,2349.3274408565567,2350.900489330117,2347.103424516525,2350.006484574866,666
2026-05-15 01:00:00+00:00,2350.053232095758,2350.535377628982,2348.6342037089885,2350.087191026509,759
2026-05-15 02:00:00+00:00,2349.982181210652,2351.0987437123135,2348.872218174188,2350.114148522808,1572
2026-05-15 03:00:00+00:00,2350.304334402771,2351.425078669328,2349.1667794709642,2350.316662513039,3038
2026-05-15 04:00:00+00:00,2350.4175813927277,2351.9973349402667,2349.1497575436997,2350.3142959355264,1852
2026-05-15 05:00:00+00:00,2350.069254955777,2351.6270270548653,2349.349273781168,2350.320144736116,567
2026-05-15 06:00:00+00:00,2349.785919077505,2352.0853720530476,2349.019452794363,2350.216936657173,4620
2026-05-15 07:00:00+00:00,2350.2470744384227,2351.1484970954257,2349.18075286202,2350.3087199674223,3620
2026-05-15 08:00:00+00:00,2349.920858898719,2351.01843150644,2349.204741337995,2350.3646641757264,3126
2026-05-15 09:00:00+00:00,2350.026877644021,2351.424295286129,2348.9660892444986,2350.361804233424,1599
2026-05-15 10:00:00+00:00,2350.4466018704934,2351.7906546093996,2349.614289633727,2350.2499826323506,3686
2026-05-15 11:00:00+00:00,2349.8307666532314,2351.2858832021793,2349.3614180461823,2350.296137748317,4758
2026-05-15 12:00:00+00:00,2349.879811679807,2351.0645378978093,2349.2150555252433,2350.283898656974,3542
2026-05-15 13:00:00+00:00,2350.5735010446683,2351.921794964712,2349.2134159482307,2350.113173543172,1830
2026-05-15 14:00:00+00:00,2350.2016012017884,2351.2529061605437,2349.3932272577354,2349.9277527222507,2265
2026-05-15 15:00:00+00:00,2349.8900398843352,2350.8522834592522,2348.7839455745293,2350.0088788573466,4681
2026-05-15 16:00:00+00:00,2349.6721996311826,2350.7943368864912,2348.2784901505893,2349.7057883611496,563
2026-05-15 17:00:00+00:00,2350.025835240206,2351.52015025162,2348.730735354219,2349.740755939675,1495
2026-05-15 18:00:00+00:00,2350.5876911630553,2351.1240722687326,2348.5861296478797,2349.6941564978197,981
2026-05-15 19:00:00+00:00,2349.919972889278,2351.3470737170696,2348.9142910542305,2349.904687280667,3385
2026-05-15 20:00:00+00:00,2350.3814768890284,2351.8709007318084,2349.0308339187,2349.8353107201588,2564
2026-05-15 21:00:00+00:00,2349.912281271203,2351.045888784841,2348.8700551236493,2349.901642757642,1099
2026-05-15 22:00:00+00:00,2350.0114570968917,2350.7745234433887,2349.119881602835,2349.8336687784877,4735
2026-05-15 23:00:00+00:00,2349.982261791,2351.319883438707,2349.074817848211,2349.86271804247,2982
2026-05-16 00:00:00+00:00,2349.8949916853403,2352.3044231591116,2348.038573565419,2349.9793627334984,1619
2026-05-16 01:00:00+00:00,2349.9983656796066,2351.189143560641,2348.8413350430947,2349.9210073610984,4756
2026-05-16 02:00:00+00:00,2349.840918096573,2350.7327275220678,2348.192917159425,2350.0195900353137,3642
2026-05-16 03:00:00+00:00,2350.002792137804,2351.268126376577,2345.384426685011,2345.818073221269,1084
2026-05-16 04:00:00+00:00,2345.6515101921686,2351.691724980098,2345.022720515293,2349.931350220472,4219
2026-05-16 05:00:00+00:00,2349.2848606543216,2351.1432328527812,2348.070862463355,2350.0606483414863,765
2026-05-16 06:00:00+00:00,2350.743610249519,2352.1964347041217,2349.132342467202,2350.153431697209,4580
2026-05-16 07:00:00+00:00,2350.640639926613,2351.328921780049,2349.582052112675,2350.366767339735,2270
2026-05-16 08:00:00+00:00,2349.9910808680656,2351.1161105008623,2348.770423047622,2350.2809586547346,1820
2026-05-16 09:00:00+00:00,2350.164532154204,2350.5418507982654,2349.298740208833,2350.1183778898007,740
2026-05-16 10:00:00+00:00,2350.1401656458415,2350.8601480109537,2348.942165169271,2350.0045248916995,4690
2026-05-16 11:00:00+00:00,2350.4216887678062,2351.310015202098,2348.8694902577267,2350.1055637191344,3018
2026-05-16 12:00:00+00:00,2349.872729432075,2351.191954411236,2349.311963045553,2350.1709043599662,3235
2026-05-16 13:00:00+00:00,2350.221453998396,2351.4910584210998,2349.6273318651997,2350.2001479982005,4326
2026-05-16 14:00:00+00:00,2350.203139113779,2352.405755221821,2348.1834147461786,2350.0670826290448,2787
2026-05-16 15:00:00+00:00,2349.7139611773496,2351.1213287029173,2348.4521482964074,2350.1663346892115,1804
2026-05-16 16:00:00+00:00,2349.9346696774783,2350.526111800015,2349.016862224879,2350.0351523215395,4002
2026-05-16 17:00:00+00:00,2350.1215522481816,2351.3610449914995,2348.823033771864,2350.1377973759286,2885
2026-05-16 18:00:00+00:00,2350.2966509036546,2351.479930887915,2348.6252710966555,2350.472698206296,1574
2026-05-16 19:00:00+00:00,2350.5153075149965,2351.6066765570363,2349.5418611957048,2350.5049130275274,4300
2026-05-16 20:00:00+00:00,2350.374306238411,2356.1511891983087,2349.3424293643543,2355.263392433245,4156
2026-05-16 21:00:00+00:00,2355.026238021287,2356.325838832046,2349.511735439928,2350.492892329052,1612
2026-05-16 22:00:00+00:00,2349.8903787979852,2351.54280297098,2349.105982207417,2350.313040263303,3424
2026-05-16 23:00:00+00:00,2350.545021336,2351.667562333958,2349.5376368578777,2350.2190681618467,4644
2026-05-17 00:00:00+00:00,2349.5384086392337,2351.0324498454866,2348.67834925502,2350.1121276917797,4097
2026-05-17 01:00:00+00:00,2349.8908099633427,2350.711808136046,2349.138665655874,2349.8964153983193,1394
2026-05-17 02:00:00+00:00,2350.2780357643223,2351.012308276086,2349.7480510747714,2350.3237281198685,4350
2026-05-17 03:00:00+00:00,2350.5549477401046,2351.3369189882646,2349.865623721992,2350.3605404486593,753
2026-05-17 04:00:00+00:00,2350.2029145504907,2350.947776456174,2349.424243881322,2350.4207585166164,3278
2026-05-17 05:00:00+00:00,2350.491352184521,2351.306436228038,2349.194616920408,2350.401456497288,2801
2026-05-17 06:00:00+00:00,2349.9026679302033,2351.058727516452,2349.285246152712,2350.400545648275,665
